pedido_id,cliente_id,produto_id,quantidade,valor,data_pedido
1327,1246,9950,5,6279.0,2026-01-15
1328,964,9465,3,8129.19,2026-12-21
1329,829,9478,7,7930.02,2026-07-07
1330,982,9799,10,19472.5,2026-07-07
1331,661,9997,7,24557.4,2026-05-09
1332,1453,9447,6,26053.32,2026-04-23
1333,985,9843,4,17976.96,2026-10-26
1334,826,9880,8,34168.96,2026-11-13
1335,1161,9591,2,7882.54,2026-05-03
1336,983,9742,9,19085.4,2026-08-29
1337,830,9751,9,14724.9,2026-02-13
1338,576,9660,10,35052.3,2026-06-16
1339,601,9508,4,9834.48,2026-02-27
1340,1327,9312,9,5765.22,2026-08-18
1341,1372,9352,1,4125.98,2026-01-16
1342,1380,9464,2,4882.2,2026-02-16
1343,1144,9538,10,44189.2,2026-12-13
1344,1037,9538,6,7035.24,2026-01-28
1345,1109,9217,2,1617.96,2026-02-18
1346,1070,9345,1,1499.09,2026-05-03
1347,829,9492,7,3698.38,2026-02-26
1348,543,9285,3,14470.17,2026-06-18
1349,743,9269,8,39124.8,2026-11-14
1350,958,9326,5,15737.05,2026-12-04
1351,625,9784,1,3091.19,2026-05-19
1352,737,9287,7,14279.72,2026-12-05
1353,1287,9746,8,3443.6,2026-03-16
1354,1156,9014,7,18389.0,2026-06-17
1355,824,9037,5,16013.95,2026-04-05
1356,840,9937,6,2218.38,2026-07-16
1357,978,9203,7,4660.81,2026-12-27
1358,1008,9225,5,23721.4,2026-03-20
1359,1119,9457,8,24230.08,2026-10-17
1360,1124,9834,9,25934.94,2026-12-30
1361,953,9626,9,859.86,2026-02-18
1362,1359,9659,1,2767.81,2026-12-19
1363,1295,9081,9,30427.92,2026-04-12
1364,508,9340,9,2030.76,2026-06-06
1365,726,9996,9,10284.3,2026-04-28
1366,1363,9632,2,2672.08,2026-07-05
1367,1397,9474,5,10684.55,2026-12-28
1368,1061,9202,1,350.77,2026-04-20
1369,966,9736,8,26114.32,2026-12-02
1370,1124,9492,9,8097.12,2026-05-12
1371,738,9900,4,14817.56,2026-08-04
1372,964,9084,4,6305.6,2026-05-26
1373,1137,9916,6,25319.1,2026-06-13
1374,580,9307,3,9099.78,2026-08-10
1375,556,9278,8,21308.16,2026-08-07
1376,1279,9583,7,7929.81,2026-06-21
1377,1053,9503,8,10127.2,2026-03-24
1378,1453,9246,9,21001.5,2026-01-08
1379,631,9767,3,540.39,2026-12-31
1380,506,9868,5,20555.65,2026-11-28
1381,1422,9443,7,3916.5,2026-09-01
1382,600,9357,7,24973.2,2026-10-09
1383,1228,9074,7,7198.52,2026-02-05
1384,1196,9740,2,3270.74,2026-06-22
1385,810,9702,7,27680.38,2026-10-09
1386,1029,9956,9,30226.5,2026-12-17
1387,688,9402,9,40739.22,2026-10-02
1388,1230,9735,2,6929.42,2026-01-08
1389,780,9369,3,11007.99,2026-02-06
1390,1123,9750,1,1049.69,2026-04-15
1391,704,9889,1,2929.32,2026-03-29
1392,1133,9009,2,3594.36,2026-01-05
1393,1199,9036,10,3355.9,2026-09-11
1394,823,9467,5,16181.65,2026-09-03
1395,961,9708,8,37121.84,2026-03-11
1396,1491,9645,10,8471.2,2026-05-06
1397,885,9921,4,626.68,2026-11-09
1398,658,9005,5,21445.3,2026-03-05
1399,1450,9366,3,10925.73,2026-01-21
1400,1421,9158,2,8876.98,2026-11-29
1401,962,9491,5,11440.2,2026-10-25
1402,836,9979,9,43351.92,2026-10-31
1403,1382,9174,4,11462.4,2026-11-10
1404,1387,9764,2,9557.52,2026-09-09
1405,849,9655,2,2014.14,2026-01-23
1406,1462,9913,6,21382.2,2026-06-29
1407,1459,9177,4,8056.16,2026-05-09
1408,1408,9351,9,3967.2,2026-11-21
1409,1486,9526,9,38961.27,2026-05-10
1410,885,9548,5,21005.6,2026-02-26
1411,1020,9704,1,1495.43,2026-05-11
1412,1021,9383,9,42615.36,2026-03-12
1413,962,9336,8,13195.44,2026-04-03
1414,895,9480,6,6603.36,2026-03-01
1415,550,9389,7,21954.66,2026-01-23
1416,1234,9937,1,3227.41,2026-12-30
1417,817,9342,6,22514.4,2026-04-26
1418,1098,9805,1,1497.77,2026-11-17
1419,1421,9732,3,1681.02,2026-08-22
1420,894,9195,6,26592.18,2026-11-19
1421,1272,9200,7,23528.68,2026-10-18
1422,622,9867,1,3332.77,2026-02-08
1423,902,9604,3,8961.27,2026-08-04
1424,1116,9435,6,18533.16,2026-03-13
1425,1118,9151,5,3218.15,2026-07-12
1426,1413,9686,7,1774.64,2026-04-26
1427,1223,9668,6,15745.26,2026-03-17
1428,665,9574,8,34377.68,2026-10-23
1429,989,9957,6,3722.04,2026-07-24
1430,723,9500,8,28702.8,2026-01-03
1431,1091,9179,1,3287.68,2026-10-08
1432,695,9341,2,9470.98,2026-07-06
1433,1316,9891,7,3952.48,2026-08-19
1434,560,9863,1,2904.87,2026-04-03
1435,513,9451,2,6087.68,2026-12-01
1436,1126,9989,9,32579.64,2026-11-26
1437,1367,9908,5,422.35,2026-05-13
1438,1066,9549,7,2461.55,2026-07-07
1439,1295,9469,3,14133.54,2026-01-18
1440,886,9058,4,17370.6,2026-11-30
1441,1416,9720,1,3140.05,2026-09-18
1442,1047,9938,9,30220.11,2026-01-01
1443,795,9582,6,7031.94,2026-11-18
1444,1418,9934,6,25158.42,2026-09-24
1445,823,9127,2,7261.28,2026-06-30
1446,1107,9911,5,24351.95,2026-03-26
1447,1348,9513,1,714.9,2026-08-02
1448,1270,9173,4,5531.96,2026-07-08
1449,1224,9529,7,15535.8,2026-03-04
1450,748,9889,4,1523.88,2026-11-18
1451,1407,9695,7,15414.21,2026-08-26
1452,747,9349,6,7886.94,2026-03-15
1453,1161,9498,8,11007.28,2026-09-30
1454,1121,9646,6,6157.86,2026-12-02
1455,1250,9913,7,848.47,2026-06-25
1456,503,9580,3,7191.66,2026-11-02
1457,1253,9282,1,3288.22,2026-05-18
1458,1376,9737,2,9408.54,2026-05-04
1459,1437,9870,1,2594.23,2026-08-28
1460,1002,9281,1,4320.19,2026-10-12
1461,1140,9869,10,7575.4,2026-04-06
1462,511,9706,8,17934.4,2026-11-19
1463,1097,9178,8,31438.4,2026-08-08
1464,1156,9963,7,8867.11,2026-12-30
1465,767,9167,8,12019.68,2026-03-31
1466,1359,9274,7,25703.3,2026-10-11
1467,950,9327,6,27266.94,2026-09-22
1468,808,9480,7,19358.5,2026-08-25
1469,539,9014,6,11445.48,2026-05-10
1470,514,9335,5,21510.45,2026-11-25
1471,515,9528,2,3237.12,2026-03-19
1472,750,9182,4,13232.8,2026-11-20
1473,996,9975,7,10761.24,2026-01-28
1474,1245,9954,9,36149.49,2026-07-18
1475,1065,9546,7,5055.61,2026-04-13
1476,687,9978,3,9717.87,2026-09-04
1477,1356,9128,6,899.7,2026-02-12
1478,1330,9318,5,16723.8,2026-03-10
1479,508,9325,3,6500.25,2026-09-13
1480,1447,9375,10,37536.1,2026-09-05
1481,1383,9734,4,7443.36,2026-12-10
1482,1142,9458,8,23624.24,2026-11-14
1483,951,9340,7,31412.29,2026-08-10
1484,587,9942,3,3111.84,2026-01-31
1485,1010,9996,7,1427.51,2026-06-08
1486,685,9215,6,10919.34,2026-05-29
1487,1156,9847,2,4680.88,2026-04-20
1488,563,9587,6,7368.24,2026-12-22
1489,1401,9631,2,9608.82,2026-12-24
1490,1491,9518,8,38153.92,2026-04-22
1491,1235,9491,6,28651.32,2026-01-31
1492,1003,9756,6,19203.18,2026-02-08
1493,1377,9827,10,37065.9,2026-06-21
1494,909,9945,6,28555.02,2026-07-05
1495,1426,9558,5,18796.3,2026-12-27
1496,728,9918,5,23587.95,2026-03-06
1497,1499,9143,1,4261.68,2026-02-16
1498,1253,9585,1,720.19,2026-10-29
1499,1251,9732,2,6384.8,2026-12-26
1500,1197,9163,3,14712.42,2026-07-30
1501,1019,9632,1,1886.99,2026-08-18
1502,884,9084,9,33520.05,2026-12-15
1503,988,9550,5,11589.75,2026-03-03
1504,1272,9145,7,9713.55,2026-03-24
1505,833,9247,1,2780.73,2026-06-10
1506,633,9068,9,18181.53,2026-06-26
1507,1011,9698,5,23770.15,2026-07-09
1508,1208,9663,8,27321.44,2026-04-04
1509,1420,9375,3,1194.96,2026-06-25
1510,1493,9275,6,17556.78,2026-12-21
1511,1494,9177,8,18782.56,2026-12-06
1512,1211,9141,6,29788.14,2026-06-27
1513,1283,9642,9,18863.55,2026-12-12
1514,901,9508,1,795.36,2026-10-30
1515,847,9262,8,1522.32,2026-02-19
1516,769,9983,9,31390.65,2026-06-27
1517,850,9265,4,1797.96,2026-02-24
1518,1368,9773,3,3801.12,2026-03-11
1519,509,9324,10,31159.8,2026-01-01
1520,1477,9791,5,7440.5,2026-01-24
1521,633,9153,2,9127.62,2026-01-18
1522,636,9321,4,8092.44,2026-04-30
1523,571,9653,2,7881.7,2026-06-25
1524,840,9998,8,25315.28,2026-08-28
1525,1306,9446,10,38482.2,2026-12-26
1526,852,9705,8,17315.28,2026-11-27
1527,779,9903,2,1288.74,2026-04-25
1528,1322,9785,2,5099.96,2026-12-01
1529,1227,9104,10,28320.3,2026-07-08
1530,967,9151,6,12258.0,2026-03-23
1531,1212,9818,3,13721.61,2026-04-05
1532,1263,9752,4,10838.04,2026-08-10
1533,1411,9190,3,13547.58,2026-12-06
1534,648,9678,9,11135.52,2026-05-19
1535,972,9501,1,1295.79,2026-01-25
1536,948,9885,2,3735.94,2026-01-15
1537,1191,9268,1,4537.01,2026-03-25
1538,1486,9900,8,29276.56,2026-08-31
1539,1419,9166,2,522.18,2026-03-24
1540,934,9317,3,2044.62,2026-04-19
1541,1147,9199,5,8921.65,2026-10-28
1542,738,9344,7,586.67,2026-01-12
1543,739,9599,1,4246.92,2026-01-10
1544,775,9328,8,12484.64,2026-04-27
1545,1425,9188,3,385.5,2026-05-12
1546,731,9138,1,1640.75,2026-04-04
1547,1171,9223,1,1098.12,2026-07-11
1548,903,9438,1,3160.98,2026-09-05
1549,1135,9807,2,6775.74,2026-10-09
1550,1274,9471,3,1287.51,2026-06-30
1551,610,9267,4,16671.44,2026-03-06
1552,759,9209,2,8054.16,2026-10-20
1553,534,9205,8,33558.96,2026-06-30
1554,658,9524,6,7884.36,2026-05-25
1555,1191,9259,9,44664.39,2026-08-29
1556,950,9091,10,46141.8,2026-10-01
1557,965,9521,8,19517.6,2026-09-02
1558,562,9097,6,2361.9,2026-09-24
1559,1380,9808,9,30701.7,2026-12-30
1560,1337,9110,8,20475.76,2026-08-08
1561,977,9040,4,11293.16,2026-11-25
1562,585,9860,8,27769.76,2026-09-23
1563,1195,9043,7,33373.55,2026-05-01
1564,649,9458,6,24118.38,2026-10-11
1565,908,9587,5,13993.2,2026-08-24
1566,604,9081,5,21881.85,2026-08-10
1567,533,9751,9,23758.83,2026-01-28
1568,1452,9695,3,12108.87,2026-12-28
1569,558,9434,2,5082.54,2026-12-24
1570,990,9269,3,497.58,2026-11-22
1571,1094,9837,10,3314.1,2026-09-23
1572,611,9463,8,39005.68,2026-02-16
1573,1035,9756,1,2979.43,2026-07-21
1574,1118,9008,7,21700.07,2026-01-04
1575,1357,9413,1,723.59,2026-06-25
1576,1075,9669,1,3279.38,2026-03-11
1577,1461,9008,6,15373.14,2026-09-12
1578,992,9606,1,3883.33,2026-07-17
1579,1298,9486,10,13797.1,2026-10-27
1580,647,9955,10,22148.3,2026-10-31
1581,1374,9341,10,34227.7,2026-02-26
1582,750,9919,3,11707.08,2026-01-24
1583,699,9282,9,20216.79,2026-08-21
1584,1406,9843,5,15437.75,2026-03-03
1585,1208,9939,6,8145.9,2026-07-15
1586,639,9331,7,25990.02,2026-09-14
1587,787,9592,9,2431.62,2026-03-07
1588,946,9722,3,12479.28,2026-02-12
1589,1344,9620,6,12890.1,2026-01-08
1590,530,9061,7,27142.99,2026-04-01
1591,972,9196,9,5003.73,2026-10-05
1592,645,9269,6,15517.26,2026-04-24
1593,641,9093,10,2777.6,2026-02-21
1594,720,9995,3,2102.82,2026-08-27
1595,1326,9028,7,6581.4,2026-06-06
1596,642,9940,7,10178.98,2026-09-29
1597,1455,9974,8,19659.84,2026-12-16
1598,865,9504,8,32742.08,2026-09-21
1599,566,9366,8,15925.44,2026-11-07
1600,1475,9316,5,8886.45,2026-05-20
1601,1462,9750,2,7162.28,2026-05-06
1602,780,9034,9,27432.81,2026-05-20
1603,979,9434,10,6324.9,2026-12-19
1604,961,9157,9,366.12,2026-03-20
1605,1388,9044,1,4466.8,2026-05-04
1606,1415,9029,2,7391.32,2026-05-02
1607,1227,9102,3,13204.2,2026-10-16
1608,987,9886,2,7680.08,2026-10-29
1609,721,9784,5,14972.15,2026-10-31
1610,637,9977,5,18029.7,2026-11-14
1611,644,9118,6,1673.64,2026-02-20
1612,1194,9832,3,4347.3,2026-02-05
1613,1476,9633,1,4811.62,2026-10-16
1614,1045,9472,9,33223.5,2026-05-22
1615,843,9345,4,10985.36,2026-08-30
1616,623,9145,3,2603.1,2026-02-16
1617,1014,9356,3,14013.81,2026-07-11
1618,1295,9637,10,40707.9,2026-05-03
1619,769,9518,5,13637.45,2026-01-11
1620,1219,9969,8,29281.28,2026-03-29
1621,1098,9269,5,12994.85,2026-04-25
