produto_id,nome,categoria,preco
9325,Camisa,Vestuario,78.63
9326,Tenis,Vestuario,657.06
9327,Fogao,Eletrodomesticos,2833.42
9328,Jogo de Pratos,Cozinha,368.08
9329,Camera,Eletronicos,2916.61
9330,Camisa,Vestuario,279.47
9331,Aspirador de Po,Eletrodomesticos,1572.59
9332,Mesa,Moveis,878.88
9333,Liquidificador,Cozinha,425.35
9334,Camera,Eletronicos,4261.74
9335,Calca Jeans,Vestuario,276.58
9336,Liquidificador,Cozinha,580.25
9337,Liquidificador,Cozinha,632.56
9338,Impressora,Informatica,1835.15
9339,Notebook,Informatica,3753.54
9340,Teclado,Informatica,57.11
9341,Microondas,Eletrodomesticos,1123.53
9342,Carteira,Acessorios,191.29
9343,Carteira,Acessorios,49.23
9344,Jogo de Pratos,Cozinha,525.03
9345,Guarda Roupa,Moveis,3955.12
9346,Oculos de Sol,Acessorios,201.84
9347,Air Fryer,Eletrodomesticos,448.65
9348,Relogio,Acessorios,2238.49
9349,Notebook,Informatica,6843.8
9350,Notebook,Informatica,6757.33
9351,Notebook,Informatica,5007.61
9352,Fone de Ouvido,Eletronicos,969.37
9353,Liquidificador,Eletrodomesticos,601.68
9354,Mochila Escolar,Papelaria,333.25
9355,Tablet,Eletronicos,3042.56
9356,Relogio,Acessorios,471.38
9357,Jaqueta,Vestuario,305.98
9358,Cama,Moveis,3614.42
9359,Caderno,Papelaria,57.4
9360,Mouse,Informatica,217.24
9361,Caixa de Som,Eletronicos,392.9
9362,Tenis,Vestuario,723.78
9363,Jaqueta,Vestuario,233.63
9364,Tablet,Eletronicos,1449.84
9365,Jogo de Pratos,Cozinha,459.34
9366,Teclado,Informatica,87.29
9367,Jaqueta,Vestuario,639.85
9368,Impressora,Informatica,2260.27
9369,Monitor,Informatica,905.39
9370,Jogo de Pratos,Cozinha,557.94
9371,Mochila,Acessorios,585.34
9372,Sofa,Moveis,1474.9
9373,Geladeira,Eletrodomesticos,8137.7
9374,Carteira,Acessorios,132.58
9375,Armario,Moveis,3484.92
9376,Air Fryer,Eletrodomesticos,1009.85
9377,Microondas,Eletrodomesticos,898.39
9378,Panela,Cozinha,147.6
9379,Tenis,Vestuario,424.96
9380,Camisa,Vestuario,152.82
9381,Impressora,Informatica,2047.42
9382,Relogio,Acessorios,1637.33
9383,Televisao,Eletronicos,7206.23
9384,Carteira,Acessorios,115.7
9385,Carteira,Acessorios,112.37
9386,Caneta,Papelaria,6.83
9387,Cafeteira,Cozinha,315.49
9388,Fone de Ouvido,Eletronicos,337.93
9389,Sofa,Moveis,4604.98
9390,Televisao,Eletronicos,4684.17
9391,Colchao,Moveis,816.82
9392,Camisa,Vestuario,168.3
9393,Calca Jeans,Vestuario,404.27
9394,Caderno,Papelaria,18.03
9395,Vestido,Vestuario,697.34
9396,Calca Jeans,Vestuario,279.07
9397,Colchao,Moveis,1956.66
9398,Aspirador de Po,Eletrodomesticos,362.01
9399,Smartwatch,Eletronicos,1448.37
9400,Monitor,Informatica,2946.66
9401,Teclado,Informatica,174.35
9402,Teclado,Informatica,144.35
9403,Estante,Moveis,687.87
9404,Oculos de Sol,Acessorios,290.18
9405,Tenis,Vestuario,893.56
9406,Livro,Livros,80.11
9407,Televisao,Eletronicos,4150.09
9408,Liquidificador,Cozinha,444.91
9409,Camera,Eletronicos,5424.29
9410,Impressora,Informatica,2144.07
9411,Liquidificador,Eletrodomesticos,658.15
9412,Armario,Moveis,1845.51
9413,Camera,Eletronicos,1867.97
9414,Jogo de Pratos,Cozinha,537.19
9415,Notebook,Informatica,4133.22
9416,Calca Jeans,Vestuario,171.07
9417,Vestido,Vestuario,557.85
9418,Caixa de Som,Eletronicos,680.85
9419,Carteira,Acessorios,224.87
9420,Camera,Eletronicos,4719.44
9421,Microondas,Eletrodomesticos,1350.17
9422,Cama,Moveis,4932.94
9423,Monitor,Informatica,2869.36
9424,Tablet,Eletronicos,701.96
9425,Calca Jeans,Vestuario,491.22
9426,Vestido,Vestuario,125.35
9427,Camisa,Vestuario,249.43
9428,Tablet,Eletronicos,547.89
9429,Colchao,Moveis,3354.63
9430,Notebook,Informatica,8329.26
9431,Tenis,Vestuario,742.08
9432,Camera,Eletronicos,3632.89
9433,Sofa,Moveis,1128.83
9434,Mochila,Acessorios,134.2
9435,Jaqueta,Vestuario,419.78
9436,Fone de Ouvido,Eletronicos,1189.57
9437,Livro,Livros,73.59
9438,Sofa,Moveis,2300.65
9439,Panela,Cozinha,790.47
9440,Jogo de Pratos,Cozinha,332.57
9441,Teclado,Informatica,399.04
9442,Liquidificador,Cozinha,656.53
9443,Caixa de Som,Eletronicos,1538.45
9444,Televisao,Eletronicos,6217.11
9445,Cadeira,Moveis,1061.07
9446,Webcam,Informatica,742.88
9447,Camera,Eletronicos,1755.91
9448,Smartwatch,Eletronicos,420.48
9449,Colchao,Moveis,1620.27
9450,Liquidificador,Eletrodomesticos,462.59
9451,Livro,Livros,187.66
9452,Teclado,Informatica,94.01
9453,Calca Jeans,Vestuario,485.45
9454,Smartwatch,Eletronicos,2312.46
9455,Headset,Informatica,342.07
9456,Mochila Escolar,Papelaria,131.58
9457,Smartphone,Eletronicos,3135.06
9458,Tenis,Vestuario,220.8
9459,Fone de Ouvido,Eletronicos,1457.23
9460,Cadeira,Moveis,520.51
9461,Caderno,Papelaria,94.6
9462,Monitor,Informatica,1018.34
9463,Camisa,Vestuario,256.63
9464,Jaqueta,Vestuario,927.46
9465,Fone de Ouvido,Eletronicos,586.87
9466,Camisa,Vestuario,172.33
9467,Monitor,Informatica,2657.98
9468,Geladeira,Eletrodomesticos,4347.02
9469,Caixa de Som,Eletronicos,692.04
9470,Sofa,Moveis,2560.55
9471,Relogio,Acessorios,2588.72
9472,Aspirador de Po,Eletrodomesticos,1034.26
9473,Cadeira,Moveis,1178.66
9474,Livro,Livros,119.09
9475,Smartwatch,Eletronicos,853.63
9476,Livro,Livros,49.74
9477,Mochila,Acessorios,331.41
9478,Tablet,Eletronicos,2678.15
9479,Televisao,Eletronicos,6928.56
9480,Jogo de Pratos,Cozinha,527.73
9481,Teclado,Informatica,82.93
9482,Smartphone,Eletronicos,3054.28
9483,Liquidificador,Eletrodomesticos,184.53
9484,Sofa,Moveis,2201.42
9485,Armario,Moveis,3235.2
9486,Camisa,Vestuario,289.42
9487,Monitor,Informatica,1873.47
9488,Caixa de Som,Eletronicos,757.48
9489,Webcam,Informatica,554.83
9490,Cafeteira,Cozinha,1107.23
9491,Sofa,Moveis,3981.37
9492,Tenis,Vestuario,1152.09
9493,Mesa,Moveis,2225.59
9494,Air Fryer,Eletrodomesticos,881.16
9495,Colchao,Moveis,1358.26
9496,Fogao,Eletrodomesticos,3324.47
9497,Estante,Moveis,1932.48
9498,Impressora,Informatica,1284.68
9499,Aspirador de Po,Eletrodomesticos,1716.83
9500,Mochila Escolar,Papelaria,278.94
9501,Oculos de Sol,Acessorios,718.49
9502,Mochila Escolar,Papelaria,166.21
9503,Televisao,Eletronicos,3504.09
9504,Vestido,Vestuario,450.08
9505,Fogao,Eletrodomesticos,2192.01
9506,Mochila Escolar,Papelaria,91.48
9507,Microondas,Eletrodomesticos,1909.07
9508,Tenis,Vestuario,402.53
9509,Caixa de Som,Eletronicos,1389.95
9510,Cama,Moveis,4488.78
9511,Notebook,Informatica,7818.74
9512,Jaqueta,Vestuario,162.01
9513,Relogio,Acessorios,719.97
9514,Fogao,Eletrodomesticos,3052.23
9515,Caderno,Papelaria,13.78
9516,Televisao,Eletronicos,6372.35
9517,Vestido,Vestuario,243.39
9518,Jogo de Pratos,Cozinha,352.77
9519,Tenis,Vestuario,1093.13
9520,Impressora,Informatica,575.89
9521,Webcam,Informatica,525.8
9522,Vestido,Vestuario,241.92
9523,Aspirador de Po,Eletrodomesticos,790.97
9524,Cafeteira,Cozinha,336.23
9525,Oculos de Sol,Acessorios,976.96
9526,Televisao,Eletronicos,8058.98
9527,Teclado,Informatica,355.89
9528,Camera,Eletronicos,2372.79
9529,Estante,Moveis,408.59
9530,Caneta,Papelaria,6.7
9531,Panela,Cozinha,208.41
9532,Tenis,Vestuario,934.88
9533,Headset,Informatica,519.88
9534,Notebook,Informatica,7095.29
9535,Mochila,Acessorios,501.38
9536,Webcam,Informatica,408.8
9537,Smartphone,Eletronicos,4290.21
9538,Jaqueta,Vestuario,754.16
9539,Calca Jeans,Vestuario,275.72
9540,Liquidificador,Eletrodomesticos,145.02
9541,Livro,Livros,84.17
9542,Cadeira,Moveis,1237.19
9543,Headset,Informatica,146.06
9544,Armario,Moveis,3250.76
9545,Caneta,Papelaria,4.18
9546,Tablet,Eletronicos,1119.34
9547,Sofa,Moveis,1906.41
9548,Calca Jeans,Vestuario,141.77
9549,Estante,Moveis,2485.56
9550,Aspirador de Po,Eletrodomesticos,237.36
9551,Headset,Informatica,341.44
9552,Geladeira,Eletrodomesticos,8219.75
9553,Fone de Ouvido,Eletronicos,121.68
9554,Teclado,Informatica,164.94
9555,Liquidificador,Cozinha,602.57
9556,Caneta,Papelaria,20.34
9557,Fone de Ouvido,Eletronicos,560.94
9558,Impressora,Informatica,1792.61
9559,Cadeira,Moveis,189.38
9560,Cama,Moveis,2520.45
9561,Guarda Roupa,Moveis,2526.39
9562,Guarda Roupa,Moveis,1978.64
9563,Cadeira,Moveis,1029.64
9564,Smartphone,Eletronicos,5099.94
9565,Cafeteira,Cozinha,1065.98
9566,Panela,Cozinha,226.85
9567,Smartphone,Eletronicos,7522.83
9568,Oculos de Sol,Acessorios,294.94
9569,Caneta,Papelaria,4.16
9570,Cama,Moveis,1527.06
9571,Caderno,Papelaria,84.12
9572,Fogao,Eletrodomesticos,886.77
9573,Oculos de Sol,Acessorios,385.17
9574,Mesa,Moveis,854.1
9575,Monitor,Informatica,3286.08
9576,Mouse,Informatica,171.43
9577,Oculos de Sol,Acessorios,876.8
9578,Cama,Moveis,1865.88
9579,Caneta,Papelaria,13.72
9580,Livro,Livros,126.05
9581,Impressora,Informatica,783.44
9582,Caixa de Som,Eletronicos,1018.02
9583,Sofa,Moveis,1378.46
9584,Panela,Cozinha,67.39
9585,Jogo de Pratos,Cozinha,223.87
9586,Cadeira,Moveis,431.23
9587,Armario,Moveis,3018.66
9588,Caderno,Papelaria,56.86
9589,Camera,Eletronicos,5527.47
9590,Caixa de Som,Eletronicos,668.02
9591,Caderno,Papelaria,45.86
9592,Mouse,Informatica,272.44
9593,Armario,Moveis,2638.17
9594,Televisao,Eletronicos,3944.91
9595,Vestido,Vestuario,692.23
9596,Air Fryer,Eletrodomesticos,352.68
9597,Tenis,Vestuario,248.36
9598,Calca Jeans,Vestuario,485.71
9599,Colchao,Moveis,2837.66
9600,Oculos de Sol,Acessorios,333.65
9601,Aspirador de Po,Eletrodomesticos,1224.99
9602,Monitor,Informatica,2083.26
9603,Camisa,Vestuario,178.28
9604,Mouse,Informatica,72.97
9605,Notebook,Informatica,3767.16
9606,Camera,Eletronicos,1973.2
9607,Air Fryer,Eletrodomesticos,729.78
9608,Estante,Moveis,2482.35
9609,Liquidificador,Cozinha,422.08
9610,Tenis,Vestuario,1117.84
9611,Microondas,Eletrodomesticos,457.43
9612,Mochila,Acessorios,157.62
9613,Liquidificador,Cozinha,130.87
9614,Smartphone,Eletronicos,1689.46
9615,Jogo de Pratos,Cozinha,418.88
9616,Fone de Ouvido,Eletronicos,472.02
9617,Jogo de Pratos,Cozinha,277.84
9618,Tablet,Eletronicos,3813.04
9619,Notebook,Informatica,6614.4
9620,Mochila Escolar,Papelaria,198.24
9621,Mochila,Acessorios,104.67
9622,Mesa,Moveis,1731.98
9623,Mesa,Moveis,1725.9
9624,Headset,Informatica,190.49
9625,Mochila Escolar,Papelaria,120.33
9626,Camera,Eletronicos,3334.05
9627,Fogao,Eletrodomesticos,1412.61
9628,Armario,Moveis,599.28
9629,Sofa,Moveis,3849.95
9630,Cadeira,Moveis,1128.57
9631,Cadeira,Moveis,266.42
9632,Liquidificador,Cozinha,667.54
9633,Mochila Escolar,Papelaria,393.17
9634,Caixa de Som,Eletronicos,366.39
9635,Air Fryer,Eletrodomesticos,1125.57
9636,Microondas,Eletrodomesticos,1438.92
9637,Cadeira,Moveis,723.99
9638,Mochila Escolar,Papelaria,193.53
9639,Sofa,Moveis,5214.92
9640,Caneta,Papelaria,5.0
9641,Caderno,Papelaria,49.35
9642,Armario,Moveis,497.35
9643,Caixa de Som,Eletronicos,980.1
9644,Aspirador de Po,Eletrodomesticos,551.27
9645,Fogao,Eletrodomesticos,2936.99
9646,Armario,Moveis,1981.08
9647,Armario,Moveis,1190.62
9648,Impressora,Informatica,1274.18
9649,Microondas,Eletrodomesticos,894.27
9650,Caderno,Papelaria,99.73
9651,Camisa,Vestuario,154.69
9652,Tenis,Vestuario,575.35
9653,Liquidificador,Eletrodomesticos,185.7
9654,Aspirador de Po,Eletrodomesticos,753.06
9655,Notebook,Informatica,4864.87
9656,Fone de Ouvido,Eletronicos,191.23
9657,Smartphone,Eletronicos,3124.55
9658,Camera,Eletronicos,3172.82
9659,Smartphone,Eletronicos,6596.56
9660,Livro,Livros,141.19
9661,Armario,Moveis,561.26
9662,Caneta,Papelaria,2.8
9663,Carteira,Acessorios,211.37
9664,Tenis,Vestuario,1191.14
9665,Jaqueta,Vestuario,825.52
9666,Relogio,Acessorios,1393.19
9667,Tablet,Eletronicos,1425.39
9668,Carteira,Acessorios,124.96
9669,Guarda Roupa,Moveis,1056.78
9670,Caixa de Som,Eletronicos,1157.14
9671,Carteira,Acessorios,252.8
9672,Carteira,Acessorios,264.15
9673,Jogo de Pratos,Cozinha,333.65
9674,Air Fryer,Eletrodomesticos,1173.33
9675,Aspirador de Po,Eletrodomesticos,1512.05
9676,Calca Jeans,Vestuario,122.81
9677,Oculos de Sol,Acessorios,164.38
9678,Cadeira,Moveis,870.47
9679,Jaqueta,Vestuario,447.37
9680,Vestido,Vestuario,275.93
9681,Cafeteira,Cozinha,542.98
9682,Smartwatch,Eletronicos,914.79
9683,Caixa de Som,Eletronicos,829.87
9684,Liquidificador,Cozinha,163.39
9685,Headset,Informatica,427.42
9686,Air Fryer,Eletrodomesticos,899.05
9687,Monitor,Informatica,3446.98
9688,Headset,Informatica,476.51
9689,Liquidificador,Cozinha,595.82
9690,Vestido,Vestuario,680.46
9691,Aspirador de Po,Eletrodomesticos,1090.91
9692,Monitor,Informatica,1892.3
9693,Camisa,Vestuario,197.32
9694,Relogio,Acessorios,1378.22
9695,Colchao,Moveis,3290.02
9696,Tenis,Vestuario,739.47
9697,Sofa,Moveis,3724.5
9698,Caderno,Papelaria,40.34
9699,Jaqueta,Vestuario,518.04
9700,Carteira,Acessorios,124.95
9701,Sofa,Moveis,5224.18
9702,Headset,Informatica,159.3
9703,Televisao,Eletronicos,8542.97
9704,Armario,Moveis,2948.6
